ID,lifestage,sex,unit_of_measure,country,recorded_year,recorded_value
556,Adult,F,Number,Spain,2010,5652.00
557,Adult,F,"Per hundred thousand inhabitants",Cyprus,2013,7.08
558,Adult,F,"Per hundred thousand inhabitants",Cyprus,2014,8.40
559,Adult,F,"Per hundred thousand inhabitants",Cyprus,2015,8.94
560,Adult,F,"Per hundred thousand inhabitants",Cyprus,2016,12.01
561,Adult,F,"Per hundred thousand inhabitants",Cyprus,2017,9.41
562,Adult,F,"Per hundred thousand inhabitants",Cyprus,2018,9.99
563,Adult,F,"Per hundred thousand inhabitants",Austria,2017,13.65
564,Adult,F,"Per hundred thousand inhabitants",Cyprus,2019,9.04
565,Adult,F,"Per hundred thousand inhabitants",Austria,2018,14.84
566,Adult,F,"Per hundred thousand inhabitants",Cyprus,2020,8.11
567,Adult,F,"Per hundred thousand inhabitants",Austria,2019,15.97
568,Adult,F,"Per hundred thousand inhabitants",Cyprus,2021,19.48
569,Adult,F,"Per hundred thousand inhabitants",Austria,2020,14.42
570,Adult,F,"Per hundred thousand inhabitants",Cyprus,2022,14.76
571,Adult,F,"Per hundred thousand inhabitants",Cyprus,2023,14.27
572,Adult,F,Number,Albania,2023,76.00
573,Adult,F,"Per hundred thousand inhabitants",Czechia,2008,24.65
574,Adult,F,"Per hundred thousand inhabitants",Czechia,2009,22.66
575,Adult,F,"Per hundred thousand inhabitants",Austria,2021,13.66
576,Adult,F,"Per hundred thousand inhabitants",Czechia,2010,28.95
577,Adult,F,Number,Austria,2008,396.00
578,Adult,F,"Per hundred thousand inhabitants",Austria,2022,15.69
579,Adult,F,"Per hundred thousand inhabitants",Czechia,2011,33.33
580,Adult,F,Number,Austria,2009,460.00
581,Adult,F,"Per hundred thousand inhabitants",Czechia,2012,32.47
582,Adult,F,"Per hundred thousand inhabitants",Austria,2023,15.70
583,Adult,F,Number,Austria,2010,516.00
584,Adult,F,"Per hundred thousand inhabitants",Czechia,2013,21.41
585,Adult,F,Number,Austria,2011,564.00
586,Adult,F,"Per hundred thousand inhabitants",Czechia,2014,26.16
587,Adult,F,Number,Austria,2012,568.00
588,Adult,F,"Per hundred thousand inhabitants",Czechia,2015,32.14
589,Adult,F,Number,Austria,2013,538.00
590,Adult,F,"Per hundred thousand inhabitants","Bosnia and Herzegovina",2010,3.05
591,Adult,F,"Per hundred thousand inhabitants",Czechia,2016,36.79
592,Adult,F,Number,Austria,2014,501.00
593,Adult,F,"Per hundred thousand inhabitants","Bosnia and Herzegovina",2011,1.93
594,Adult,F,"Per hundred thousand inhabitants",Czechia,2017,36.72
595,Adult,F,"Per hundred thousand inhabitants",Belgium,2008,10.10
596,Adult,F,"Per hundred thousand inhabitants",Czechia,2018,36.88
597,Adult,F,"Per hundred thousand inhabitants",Belgium,2009,8.83
598,Adult,F,"Per hundred thousand inhabitants",Czechia,2019,39.16
599,Adult,F,"Per hundred thousand inhabitants",Belgium,2010,9.25
600,Adult,F,"Per hundred thousand inhabitants",Czechia,2020,35.17
601,Adult,F,"Per hundred thousand inhabitants",Czechia,2021,34.10
602,Adult,F,"Per hundred thousand inhabitants",Czechia,2022,36.99
603,Adult,F,"Per hundred thousand inhabitants",Belgium,2011,9.71
604,Adult,F,"Per hundred thousand inhabitants",Czechia,2023,37.96
605,Adult,F,Number,Austria,2015,498.00
606,Adult,F,"Per hundred thousand inhabitants",Belgium,2012,9.70
607,Adult,F,"Per hundred thousand inhabitants",Germany,2008,11.22
608,Adult,F,Number,Austria,2016,481.00
609,Adult,F,Number,Spain,2011,5157.00
610,Adult,F,"Per hundred thousand inhabitants",Germany,2009,10.97
611,Adult,F,"Per hundred thousand inhabitants",Belgium,2013,10.00
612,Adult,F,Number,Austria,2017,508.00
613,Adult,F,"Per hundred thousand inhabitants",Germany,2010,10.94
614,Adult,F,Number,Spain,2012,5068.00
615,Adult,F,"Per hundred thousand inhabitants",Belgium,2015,11.42
616,Adult,F,Number,Austria,2018,555.00
617,Adult,F,"Per hundred thousand inhabitants",Germany,2011,11.34
618,Adult,F,Number,Spain,2013,4925.00
619,Adult,F,Number,Austria,2019,600.00
620,Adult,F,"Per hundred thousand inhabitants",Germany,2012,11.36
621,Adult,F,Number,Austria,2020,544.00
622,Adult,F,"Per hundred thousand inhabitants",Germany,2013,10.92
623,Adult,F,Number,Austria,2021,517.00
624,Adult,F,"Per hundred thousand inhabitants",Germany,2014,10.44
625,Adult,F,Number,Spain,2014,4874.00
626,Adult,F,Number,Austria,2022,596.00
627,Adult,F,"Per hundred thousand inhabitants",Germany,2015,10.32
628,Adult,F,Number,Spain,2015,4623.00
629,Adult,F,"Per hundred thousand inhabitants",Denmark,2008,7.14
630,Adult,F,"Per hundred thousand inhabitants",Denmark,2009,8.15
631,Adult,F,Number,Spain,2016,4349.00
632,Adult,F,"Per hundred thousand inhabitants",Denmark,2010,8.32
633,Adult,F,Number,Spain,2017,4330.00
634,Adult,F,"Per hundred thousand inhabitants",Denmark,2011,7.41
635,Adult,F,Number,Austria,2023,605.00
636,Adult,F,Number,Spain,2018,4387.00
637,Adult,F,"Per hundred thousand inhabitants",Denmark,2012,6.80
638,Adult,F,Number,"Bosnia and Herzegovina",2010,60.00
639,Adult,F,"Per hundred thousand inhabitants",Denmark,2013,8.42
640,Adult,F,"Per hundred thousand inhabitants",Denmark,2014,6.41
641,Adult,F,"Per hundred thousand inhabitants",Denmark,2015,5.26
642,Adult,F,"Per hundred thousand inhabitants",Denmark,2016,6.52
643,Adult,F,Number,Spain,2019,4336.00
644,Adult,F,"Per hundred thousand inhabitants",Denmark,2017,5.82
645,Adult,F,Number,Spain,2020,3998.00
646,Adult,F,Number,"Bosnia and Herzegovina",2011,38.00
647,Adult,F,"Per hundred thousand inhabitants",Denmark,2018,5.65
648,Adult,F,Number,Spain,2021,3896.00
649,Adult,F,Number,"Bosnia and Herzegovina",2013,56.00
650,Adult,F,"Per hundred thousand inhabitants",Denmark,2019,7.74
651,Adult,F,Number,Spain,2022,3940.00
652,Adult,F,"Per hundred thousand inhabitants",Denmark,2020,8.00
653,Adult,F,Number,Spain,2023,3963.00
654,Adult,F,"Per hundred thousand inhabitants",Denmark,2021,7.75
655,Adult,F,"Per hundred thousand inhabitants",Denmark,2022,8.50
656,Adult,F,Number,Finland,2008,218.00
657,Adult,F,"Per hundred thousand inhabitants",Denmark,2023,8.72
658,Adult,F,"Per hundred thousand inhabitants",Estonia,2008,31.96
659,Adult,F,"Per hundred thousand inhabitants",Estonia,2009,29.28
660,Adult,F,Number,"Bosnia and Herzegovina",2014,60.00
661,Adult,F,"Per hundred thousand inhabitants",Belgium,2017,9.49
662,Adult,F,"Per hundred thousand inhabitants",Estonia,2010,35.89
663,Adult,F,Number,Finland,2009,238.00
664,Adult,F,Number,"Bosnia and Herzegovina",2015,86.00
665,Adult,F,"Per hundred thousand inhabitants",Belgium,2018,9.90
666,Adult,F,Number,Finland,2010,245.00
667,Adult,F,Number,"Bosnia and Herzegovina",2016,48.00
668,Adult,F,"Per hundred thousand inhabitants",Estonia,2011,33.58
669,Adult,F,"Per hundred thousand inhabitants",Belgium,2019,10.24
670,Adult,F,"Per hundred thousand inhabitants",Estonia,2012,27.53
671,Adult,F,Number,Finland,2011,228.00
672,Adult,F,"Per hundred thousand inhabitants",Belgium,2020,10.41
673,Adult,F,"Per hundred thousand inhabitants",Estonia,2013,26.70
674,Adult,F,Number,"Bosnia and Herzegovina",2017,74.00
675,Adult,F,Number,Finland,2012,219.00
676,Adult,F,"Per hundred thousand inhabitants",Estonia,2015,26.73
677,Adult,F,Number,Finland,2013,253.00
678,Adult,F,Number,"Bosnia and Herzegovina",2018,71.00
679,Adult,F,"Per hundred thousand inhabitants",Estonia,2016,30.57
680,Adult,F,Number,Finland,2014,237.00
681,Adult,F,Number,"Bosnia and Herzegovina",2019,109.00
682,Adult,F,"Per hundred thousand inhabitants",Estonia,2017,24.66
683,Adult,F,Number,Finland,2015,228.00
684,Adult,F,Number,"Bosnia and Herzegovina",2020,73.00
685,Adult,F,"Per hundred thousand inhabitants",Belgium,2021,10.74
686,Adult,F,"Per hundred thousand inhabitants",Estonia,2018,21.19
687,Adult,F,Number,Finland,2016,215.00
688,Adult,F,Number,"Bosnia and Herzegovina",2021,89.00
689,Adult,F,"Per hundred thousand inhabitants",Belgium,2022,10.59
690,Adult,F,Number,Finland,2017,228.00
691,Adult,F,Number,"Bosnia and Herzegovina",2022,74.00
692,Adult,F,"Per hundred thousand inhabitants",Belgium,2023,10.62
693,Adult,F,"Per hundred thousand inhabitants",Estonia,2019,19.76
694,Adult,F,"Per hundred thousand inhabitants",Bulgaria,2008,8.92
695,Adult,F,"Per hundred thousand inhabitants",Estonia,2020,16.88
696,Adult,F,"Per hundred thousand inhabitants",Bulgaria,2009,7.41
697,Adult,F,"Per hundred thousand inhabitants",Estonia,2021,18.20
698,Adult,F,Number,"Bosnia and Herzegovina",2023,78.00
699,Adult,F,"Per hundred thousand inhabitants",Bulgaria,2010,9.03
700,Adult,F,Number,Finland,2018,223.00
701,Adult,F,Number,Belgium,2008,441.00
702,Adult,F,"Per hundred thousand inhabitants",Estonia,2022,17.83
703,Adult,F,"Per hundred thousand inhabitants",Bulgaria,2011,9.02
704,Adult,F,Number,Finland,2019,216.00
705,Adult,F,"Per hundred thousand inhabitants",Estonia,2023,15.21
706,Adult,F,Number,Belgium,2009,389.00
707,Adult,F,"Per hundred thousand inhabitants",Greece,2008,15.80
708,Adult,F,"Per hundred thousand inhabitants",Bulgaria,2012,9.63
709,Adult,F,Number,Belgium,2010,411.00
710,Adult,F,Number,Finland,2020,216.00
711,Adult,F,"Per hundred thousand inhabitants",Greece,2009,11.85
712,Adult,F,Number,Belgium,2011,437.00
713,Adult,F,Number,Finland,2021,206.00
714,Adult,F,Number,Belgium,2012,440.00
715,Adult,F,Number,Finland,2022,208.00
716,Adult,F,Number,Belgium,2013,456.00
717,Adult,F,Number,Finland,2023,225.00
718,Adult,F,"Per hundred thousand inhabitants",Greece,2010,12.29
719,Adult,F,Number,Belgium,2015,525.00
720,Adult,F,Number,France,2008,2093.00
721,Adult,F,Number,Belgium,2017,440.00
722,Adult,F,"Per hundred thousand inhabitants",Greece,2011,11.93
723,Adult,F,Number,France,2009,2021.00
724,Adult,F,Number,Belgium,2018,461.00
725,Adult,F,"Per hundred thousand inhabitants",Greece,2012,11.84
726,Adult,F,"Per hundred thousand inhabitants",Greece,2013,13.82
727,Adult,F,"Per hundred thousand inhabitants",Greece,2014,12.00
728,Adult,F,"Per hundred thousand inhabitants",Greece,2015,10.35
729,Adult,F,Number,France,2010,1927.00
730,Adult,F,"Per hundred thousand inhabitants",Greece,2016,11.10
731,Adult,F,Number,France,2011,2167.00
732,Adult,F,Number,Belgium,2019,479.00
733,Adult,F,Number,France,2012,2180.00
734,Adult,F,Number,Belgium,2020,490.00
735,Adult,F,Number,France,2013,2131.00
736,Adult,F,Number,Belgium,2021,507.00
737,Adult,F,"Per hundred thousand inhabitants",Greece,2017,11.94
738,Adult,F,Number,France,2014,2073.00
739,Adult,F,Number,France,2015,2119.00
740,Adult,F,"Per hundred thousand inhabitants",Greece,2018,11.75
741,Adult,F,Number,France,2016,2232.00
742,Adult,F,"Per hundred thousand inhabitants",Greece,2019,10.56
743,Adult,F,Number,France,2017,2363.00
744,Adult,F,"Per hundred thousand inhabitants",Greece,2020,11.38
745,Adult,F,"Per hundred thousand inhabitants",Greece,2021,11.63
746,Adult,F,"Per hundred thousand inhabitants",Greece,2022,11.79
747,Adult,F,Number,France,2018,2511.00
748,Adult,F,"Per hundred thousand inhabitants",Greece,2023,11.05
749,Adult,F,Number,France,2019,2492.00
750,Adult,F,"Per hundred thousand inhabitants",Spain,2008,31.04
751,Adult,F,Number,France,2020,2030.00
752,Adult,F,"Per hundred thousand inhabitants",Spain,2009,31.66
753,Adult,F,"Per hundred thousand inhabitants",Spain,2013,25.06
754,Adult,F,"Per hundred thousand inhabitants",Spain,2010,28.99
755,Adult,F,"Per hundred thousand inhabitants",Spain,2014,24.89
756,Adult,F,"Per hundred thousand inhabitants",Spain,2015,23.61
757,Adult,F,"Per hundred thousand inhabitants",Spain,2011,26.33
758,Adult,F,"Per hundred thousand inhabitants",Spain,2016,22.20
759,Adult,F,"Per hundred thousand inhabitants",Spain,2012,25.77
760,Adult,F,"Per hundred thousand inhabitants",Spain,2017,22.04
761,Adult,F,"Per hundred thousand inhabitants",Spain,2018,22.24
762,Adult,F,"Per hundred thousand inhabitants",Spain,2019,21.80
763,Adult,F,"Per hundred thousand inhabitants",Spain,2020,19.89
764,Adult,F,"Per hundred thousand inhabitants",Spain,2021,19.32
765,Adult,F,"Per hundred thousand inhabitants",Spain,2022,19.46
766,Adult,F,"Per hundred thousand inhabitants",Italy,2021,8.66
767,Adult,F,"Per hundred thousand inhabitants",Spain,2023,19.24
768,Adult,F,"Per hundred thousand inhabitants",Italy,2022,9.20
769,Adult,F,"Per hundred thousand inhabitants",Finland,2008,10.06
770,Adult,F,"Per hundred thousand inhabitants",Italy,2023,9.86
771,Adult,F,"Per hundred thousand inhabitants",Finland,2009,11.08
772,Adult,F,"Per hundred thousand inhabitants",Liechtenstein,2008,27.92
773,Adult,F,"Per hundred thousand inhabitants",Finland,2010,11.17
774,Adult,F,"Per hundred thousand inhabitants",Liechtenstein,2009,70.40
775,Adult,F,"Per hundred thousand inhabitants",Finland,2011,10.33
776,Adult,F,"Per hundred thousand inhabitants",Liechtenstein,2010,41.40
777,Adult,F,"Per hundred thousand inhabitants",Finland,2012,9.87
778,Adult,F,"Per hundred thousand inhabitants",Liechtenstein,2011,23.73
779,Adult,F,Number,Belgium,2022,503.00
780,Adult,F,"Per hundred thousand inhabitants",Finland,2013,11.33
781,Adult,F,"Per hundred thousand inhabitants",Liechtenstein,2012,23.43
782,Adult,F,"Per hundred thousand inhabitants",Finland,2014,10.56
783,Adult,F,"Per hundred thousand inhabitants",Liechtenstein,2013,21.97
784,Adult,F,Number,Belgium,2023,510.00
785,Adult,F,"Per hundred thousand inhabitants",Finland,2015,10.12
786,Adult,F,"Per hundred thousand inhabitants",Liechtenstein,2014,31.33
787,Adult,F,Number,Bulgaria,2008,290.00
788,Adult,F,"Per hundred thousand inhabitants",Finland,2016,9.51
789,Adult,F,"Per hundred thousand inhabitants",Liechtenstein,2015,23.05
790,Adult,F,Number,Bulgaria,2009,240.00
791,Adult,F,"Per hundred thousand inhabitants",Liechtenstein,2016,30.89
792,Adult,F,"Per hundred thousand inhabitants",Finland,2017,10.06
793,Adult,F,Number,Bulgaria,2010,291.00
794,Adult,F,"Per hundred thousand inhabitants",Liechtenstein,2017,27.20
795,Adult,F,"Per hundred thousand inhabitants",Finland,2018,9.97
796,Adult,F,"Per hundred thousand inhabitants",Liechtenstein,2018,13.91
797,Adult,F,"Per hundred thousand inhabitants",Finland,2019,9.48
798,Adult,F,"Per hundred thousand inhabitants",Netherlands,2019,9.98
799,Adult,F,"Per hundred thousand inhabitants",Liechtenstein,2019,14.41
800,Adult,F,"Per hundred thousand inhabitants",Finland,2020,9.46
801,Adult,F,"Per hundred thousand inhabitants",Liechtenstein,2020,21.52
802,Adult,F,"Per hundred thousand inhabitants",Netherlands,2020,7.07
803,Adult,F,"Per hundred thousand inhabitants",Finland,2021,8.99
804,Adult,F,"Per hundred thousand inhabitants",Liechtenstein,2021,35.03
805,Adult,F,"Per hundred thousand inhabitants",Netherlands,2021,7.79
806,Adult,F,"Per hundred thousand inhabitants",Finland,2022,9.05
807,Adult,F,"Per hundred thousand inhabitants",Liechtenstein,2022,14.31
808,Adult,F,"Per hundred thousand inhabitants",Netherlands,2022,7.04
809,Adult,F,"Per hundred thousand inhabitants",Finland,2023,9.75
810,Adult,F,Number,Bulgaria,2011,289.00
811,Adult,F,"Per hundred thousand inhabitants",France,2008,8.04
812,Adult,F,Number,Bulgaria,2012,307.00
813,Adult,F,"Per hundred thousand inhabitants",Netherlands,2023,7.39
814,Adult,F,"Per hundred thousand inhabitants",France,2009,7.71
815,Adult,F,Number,Bulgaria,2013,263.00
816,Adult,F,"Per hundred thousand inhabitants",Norway,2008,10.43
817,Adult,F,"Per hundred thousand inhabitants",France,2010,7.32
818,Adult,F,Number,Bulgaria,2014,258.00
819,Adult,F,"Per hundred thousand inhabitants",France,2011,8.18
820,Adult,F,"Per hundred thousand inhabitants",France,2012,8.20
821,Adult,F,"Per hundred thousand inhabitants",France,2013,7.98
822,Adult,F,Number,Bulgaria,2015,245.00
823,Adult,F,"Per hundred thousand inhabitants",France,2014,7.72
824,Adult,F,"Per hundred thousand inhabitants",France,2015,7.83
825,Adult,F,Number,Bulgaria,2016,228.00
826,Adult,F,"Per hundred thousand inhabitants",France,2016,8.21
827,Adult,F,Number,Bulgaria,2017,218.00
828,Adult,F,"Per hundred thousand inhabitants",France,2017,8.66
829,Adult,F,"Per hundred thousand inhabitants",Norway,2009,11.31
830,Adult,F,"Per hundred thousand inhabitants",France,2018,9.17
831,Adult,F,"Per hundred thousand inhabitants",Liechtenstein,2023,13.53
832,Adult,F,"Per hundred thousand inhabitants",Norway,2010,11.69
833,Adult,F,"Per hundred thousand inhabitants",France,2019,9.04
834,Adult,F,Number,Bulgaria,2018,213.00
835,Adult,F,"Per hundred thousand inhabitants",Lithuania,2008,25.17
836,Adult,F,"Per hundred thousand inhabitants",Norway,2011,13.15
837,Adult,F,"Per hundred thousand inhabitants",France,2020,7.33
838,Adult,F,Number,Bulgaria,2019,216.00
839,Adult,F,"Per hundred thousand inhabitants",Lithuania,2009,26.52
840,Adult,F,"Per hundred thousand inhabitants",France,2021,7.88
841,Adult,F,Number,Bulgaria,2020,192.00
842,Adult,F,"Per hundred thousand inhabitants",Lithuania,2010,29.62
843,Adult,F,"Per hundred thousand inhabitants",France,2022,8.10
844,Adult,F,Number,Bulgaria,2021,209.00
845,Adult,F,"Per hundred thousand inhabitants",Lithuania,2011,30.54
846,Adult,F,"Per hundred thousand inhabitants",France,2023,8.93
847,Adult,F,"Per hundred thousand inhabitants",Lithuania,2012,32.24
848,Adult,F,"Per hundred thousand inhabitants",Croatia,2008,11.61
849,Adult,F,"Per hundred thousand inhabitants",Norway,2012,12.77
850,Adult,F,"Per hundred thousand inhabitants",Lithuania,2013,31.98
851,Adult,F,"Per hundred thousand inhabitants",Croatia,2009,11.86
852,Adult,F,"Per hundred thousand inhabitants",Norway,2013,10.16
853,Adult,F,"Per hundred thousand inhabitants",Lithuania,2014,28.39
854,Adult,F,"Per hundred thousand inhabitants",Croatia,2010,12.42
855,Adult,F,"Per hundred thousand inhabitants",Norway,2014,10.24
856,Adult,F,"Per hundred thousand inhabitants",Lithuania,2015,22.36
857,Adult,F,"Per hundred thousand inhabitants",Croatia,2011,13.38
858,Adult,F,"Per hundred thousand inhabitants",Norway,2015,10.50
859,Adult,F,"Per hundred thousand inhabitants",Lithuania,2016,24.88
860,Adult,F,"Per hundred thousand inhabitants",Croatia,2012,11.06
861,Adult,F,"Per hundred thousand inhabitants",Lithuania,2017,26.03
862,Adult,F,"Per hundred thousand inhabitants",Norway,2016,12.12
863,Adult,F,"Per hundred thousand inhabitants",Norway,2017,13.36
864,Adult,F,"Per hundred thousand inhabitants",Croatia,2013,10.31
865,Adult,F,"Per hundred thousand inhabitants",Lithuania,2018,23.77
866,Adult,F,"Per hundred thousand inhabitants",Norway,2018,13.09
867,Adult,F,"Per hundred thousand inhabitants",Croatia,2014,10.00
868,Adult,F,"Per hundred thousand inhabitants",Lithuania,2019,22.87
869,Adult,F,"Per hundred thousand inhabitants",Norway,2019,10.83
870,Adult,F,"Per hundred thousand inhabitants",Croatia,2015,8.82
871,Adult,F,"Per hundred thousand inhabitants",Norway,2020,11.14
872,Adult,F,"Per hundred thousand inhabitants",Croatia,2016,6.43
873,Adult,F,"Per hundred thousand inhabitants",Lithuania,2020,20.47
874,Adult,F,"Per hundred thousand inhabitants",Norway,2021,11.12
875,Adult,F,"Per hundred thousand inhabitants",Lithuania,2021,17.43
876,Adult,F,"Per hundred thousand inhabitants",Croatia,2017,7.86
877,Adult,F,"Per hundred thousand inhabitants",Slovakia,2012,28.38
878,Adult,F,"Per hundred thousand inhabitants",Norway,2022,9.92
879,Adult,F,"Per hundred thousand inhabitants",Lithuania,2022,16.86
880,Adult,F,"Per hundred thousand inhabitants",Croatia,2018,9.24
881,Adult,F,"Per hundred thousand inhabitants",Norway,2023,10.45
882,Adult,F,"Per hundred thousand inhabitants",Lithuania,2023,16.18
883,Adult,F,"Per hundred thousand inhabitants",Croatia,2019,10.51
884,Adult,F,"Per hundred thousand inhabitants",Luxembourg,2008,16.60
885,Adult,F,"Per hundred thousand inhabitants",Croatia,2020,10.36
886,Adult,F,"Per hundred thousand inhabitants",Slovakia,2013,25.53
887,Adult,F,"Per hundred thousand inhabitants",Luxembourg,2009,19.47
888,Adult,F,"Per hundred thousand inhabitants",Croatia,2021,11.30
889,Adult,F,"Per hundred thousand inhabitants",Slovakia,2014,26.71
890,Adult,F,"Per hundred thousand inhabitants",Luxembourg,2010,11.78
891,Adult,F,"Per hundred thousand inhabitants",Croatia,2022,12.59
892,Adult,F,"Per hundred thousand inhabitants",Luxembourg,2011,17.96
893,Adult,F,"Per hundred thousand inhabitants",Croatia,2023,13.03
894,Adult,F,"Per hundred thousand inhabitants",Luxembourg,2012,15.07
895,Adult,F,"Per hundred thousand inhabitants",Hungary,2008,21.70
896,Adult,F,"Per hundred thousand inhabitants",Slovakia,2015,27.41
897,Adult,F,"Per hundred thousand inhabitants",Luxembourg,2013,15.08
898,Adult,F,"Per hundred thousand inhabitants",Hungary,2009,22.66
899,Adult,F,"Per hundred thousand inhabitants",Poland,2008,15.29
900,Adult,F,"Per hundred thousand inhabitants",Luxembourg,2014,11.36
901,Adult,F,"Per hundred thousand inhabitants",Hungary,2010,23.10
902,Adult,F,"Per hundred thousand inhabitants",Poland,2009,15.08
903,Adult,F,"Per hundred thousand inhabitants",Luxembourg,2015,18.06
904,Adult,F,"Per hundred thousand inhabitants",Hungary,2011,27.85
905,Adult,F,"Per hundred thousand inhabitants",Poland,2010,15.65
906,Adult,F,"Per hundred thousand inhabitants",Luxembourg,2016,6.25
907,Adult,F,"Per hundred thousand inhabitants",Hungary,2012,28.23
908,Adult,F,"Per hundred thousand inhabitants",Luxembourg,2017,15.84
909,Adult,F,"Per hundred thousand inhabitants",Poland,2011,15.23
910,Adult,F,"Per hundred thousand inhabitants",Luxembourg,2018,13.60
911,Adult,F,"Per hundred thousand inhabitants",Hungary,2013,30.80
912,Adult,F,"Per hundred thousand inhabitants",Poland,2012,16.30
913,Adult,F,"Per hundred thousand inhabitants",Luxembourg,2019,12.92
914,Adult,F,"Per hundred thousand inhabitants",Hungary,2014,30.76
