ID,offence,sex,unit_of_measure,country_territory,recorded_year,recorded_value
407,"Intentional homicide",Females,"Per hundred thousand inhabitants",France,2012,0.75
408,"Intentional homicide",Females,"Per hundred thousand inhabitants",France,2013,0.97
409,"Intentional homicide",Females,Number,Türkiye,2010,120.00
410,"Intentional homicide",Females,"Per hundred thousand inhabitants",France,2014,0.91
411,"Intentional homicide",Females,Number,Türkiye,2011,126.00
412,"Intentional homicide",Females,"Per hundred thousand inhabitants",France,2015,0.61
413,"Intentional homicide",Females,"Per hundred thousand inhabitants",France,2016,0.97
414,"Intentional homicide",Females,Number,France,2023,407.00
415,"Intentional homicide",Females,Number,Estonia,2023,11.00
416,"Intentional homicide",Females,Number,Greece,2008,44.00
417,"Intentional homicide",Females,Number,Türkiye,2012,172.00
418,"Intentional homicide",Females,Number,Greece,2009,41.00
419,"Intentional homicide",Females,"Per hundred thousand inhabitants",France,2017,1.36
420,"Intentional homicide",Females,Number,Türkiye,2013,1067.00
421,"Intentional homicide",Females,Number,Greece,2010,21.00
422,"Intentional homicide",Females,Number,Türkiye,2014,1072.00
423,"Intentional homicide",Females,"Per hundred thousand inhabitants",France,2018,1.41
424,"Intentional homicide",Females,Number,Greece,2011,44.00
425,"Intentional homicide",Females,Number,Türkiye,2015,1112.00
426,"Intentional homicide",Females,Number,Greece,2012,46.00
427,"Intentional homicide",Females,"Per hundred thousand inhabitants",France,2019,1.47
428,"Intentional homicide",Females,"Per hundred thousand inhabitants",France,2020,1.10
429,"Intentional homicide",Females,Number,Greece,2013,52.00
430,"Intentional homicide",Females,"Per hundred thousand inhabitants",France,2021,1.07
431,"Intentional homicide",Females,"Per hundred thousand inhabitants",France,2023,1.16
432,"Intentional homicide",Females,Number,Croatia,2008,15.00
433,"Intentional homicide",Females,Number,Croatia,2009,24.00
434,"Intentional homicide",Females,"Per hundred thousand inhabitants",Croatia,2008,0.67
435,"Intentional homicide",Females,Number,Croatia,2010,16.00
436,"Intentional homicide",Females,"Per hundred thousand inhabitants",Croatia,2009,1.07
437,"Intentional homicide",Females,Number,Croatia,2012,13.00
438,"Intentional homicide",Females,"Per hundred thousand inhabitants",Croatia,2010,0.72
439,"Intentional homicide",Females,"Per hundred thousand inhabitants",Croatia,2012,0.59
440,"Intentional homicide",Females,"Per hundred thousand inhabitants",Croatia,2013,0.77
441,"Intentional homicide",Females,"Per hundred thousand inhabitants",Croatia,2014,0.68
442,"Intentional homicide",Females,"Per hundred thousand inhabitants",Croatia,2015,0.73
443,"Intentional homicide",Females,Number,Croatia,2013,17.00
444,"Intentional homicide",Females,Number,Croatia,2014,15.00
445,"Intentional homicide",Females,"Per hundred thousand inhabitants",Croatia,2018,0.85
446,"Intentional homicide",Females,Number,Türkiye,2016,1142.00
447,"Intentional homicide",Females,Number,Türkiye,2018,1187.00
448,"Intentional homicide",Females,Number,Türkiye,2019,1201.00
449,"Intentional homicide",Females,"Per hundred thousand inhabitants",Croatia,2019,0.95
450,"Intentional homicide",Females,"Per hundred thousand inhabitants",Croatia,2020,0.81
451,"Intentional homicide",Females,"Per hundred thousand inhabitants",Croatia,2021,1.01
452,"Intentional homicide",Females,"Per hundred thousand inhabitants",Croatia,2022,1.05
453,"Intentional homicide",Females,Number,Greece,2014,60.00
454,"Intentional homicide",Females,Number,Türkiye,2020,1270.00
455,"Intentional homicide",Females,"Per hundred thousand inhabitants",Croatia,2023,0.75
456,"Intentional homicide",Females,Number,Greece,2015,49.00
457,"Intentional homicide",Females,Number,Türkiye,2021,1380.00
458,"Intentional homicide",Females,Number,Greece,2016,67.00
459,"Intentional homicide",Females,Number,Türkiye,2022,1518.00
460,"Intentional homicide",Females,Number,Greece,2017,57.00
461,"Intentional homicide",Females,Number,Greece,2018,49.00
462,"Intentional homicide",Females,"Per hundred thousand inhabitants",Hungary,2013,2.68
463,"Intentional homicide",Females,Number,Türkiye,2023,1295.00
464,"Intentional homicide",Females,Number,"England and Wales",2008,185.00
465,"Intentional homicide",Females,Number,"England and Wales",2009,213.00
466,"Intentional homicide",Females,Number,Greece,2019,54.00
467,"Intentional homicide",Females,"Per hundred thousand inhabitants",Hungary,2014,3.00
468,"Intentional homicide",Females,"Per hundred thousand inhabitants",Hungary,2015,2.64
469,"Intentional homicide",Females,"Per hundred thousand inhabitants",Hungary,2017,3.32
470,"Intentional homicide",Females,Number,"England and Wales",2010,211.00
471,"Intentional homicide",Females,"Per hundred thousand inhabitants",Hungary,2018,0.72
472,"Intentional homicide",Females,Number,"England and Wales",2011,211.00
473,"Intentional homicide",Females,"Per hundred thousand inhabitants",Hungary,2019,1.82
474,"Intentional homicide",Females,Number,"England and Wales",2012,231.00
475,"Intentional homicide",Females,Number,Greece,2020,59.00
476,"Intentional homicide",Females,Number,Greece,2021,59.00
477,"Intentional homicide",Females,Number,Greece,2022,60.00
478,"Intentional homicide",Females,Number,"England and Wales",2013,256.00
479,"Intentional homicide",Females,Number,Greece,2023,54.00
480,"Intentional homicide",Females,Number,"England and Wales",2014,256.00
481,"Intentional homicide",Females,Number,Spain,2008,150.00
482,"Intentional homicide",Females,Number,"England and Wales",2015,260.00
483,"Intentional homicide",Females,Number,"England and Wales",2016,279.00
484,"Intentional homicide",Females,Number,Spain,2009,172.00
485,"Intentional homicide",Females,"Per hundred thousand inhabitants",Hungary,2020,2.61
486,"Intentional homicide",Females,Number,Spain,2010,195.00
487,"Intentional homicide",Females,Number,"England and Wales",2017,281.00
488,"Intentional homicide",Females,Number,"England and Wales",2018,278.00
489,"Intentional homicide",Females,Number,Spain,2011,187.00
490,"Intentional homicide",Females,Number,"Scotland (NUTS 2021)",2008,29.00
491,"Intentional homicide",Females,Number,Spain,2012,234.00
492,"Intentional homicide",Females,"Per hundred thousand inhabitants",Hungary,2021,3.24
493,"Intentional homicide",Females,Number,Spain,2013,257.00
494,"Intentional homicide",Females,Number,"Scotland (NUTS 2021)",2009,38.00
495,"Intentional homicide",Females,"Per hundred thousand inhabitants",Hungary,2022,2.62
496,"Intentional homicide",Females,Number,"Scotland (NUTS 2021)",2010,44.00
497,"Intentional homicide",Females,Number,Spain,2014,259.00
498,"Intentional homicide",Females,"Per hundred thousand inhabitants",Hungary,2023,2.73
499,"Intentional homicide",Females,Number,"Scotland (NUTS 2021)",2011,54.00
500,"Intentional homicide",Females,"Per hundred thousand inhabitants",Ireland,2013,0.78
501,"Intentional homicide",Females,"Per hundred thousand inhabitants",Iceland,2013,0.62
502,"Intentional homicide",Females,"Per hundred thousand inhabitants",Iceland,2017,0.60
503,"Intentional homicide",Females,"Per hundred thousand inhabitants",Iceland,2018,0.00
504,"Intentional homicide",Females,Number,"Scotland (NUTS 2021)",2012,56.00
505,"Intentional homicide",Females,"Per hundred thousand inhabitants",Italy,2008,0.46
506,"Intentional homicide",Females,Number,"Scotland (NUTS 2021)",2013,56.00
507,"Intentional homicide",Females,Number,Spain,2015,278.00
508,"Intentional homicide",Females,"Per hundred thousand inhabitants",Italy,2009,0.49
509,"Intentional homicide",Females,"Per hundred thousand inhabitants",Italy,2010,0.55
510,"Intentional homicide",Females,Number,Spain,2016,300.00
511,"Intentional homicide",Females,"Per hundred thousand inhabitants",Italy,2011,0.53
512,"Intentional homicide",Females,"Per hundred thousand inhabitants",Italy,2012,0.49
513,"Intentional homicide",Females,"Per hundred thousand inhabitants",Italy,2013,0.93
514,"Intentional homicide",Females,Number,Croatia,2015,16.00
515,"Intentional homicide",Females,"Per hundred thousand inhabitants",Italy,2014,0.92
516,"Intentional homicide",Females,Number,Spain,2017,317.00
517,"Intentional homicide",Females,"Per hundred thousand inhabitants",Italy,2015,0.81
518,"Intentional homicide",Females,Number,"Scotland (NUTS 2021)",2014,56.00
519,"Intentional homicide",Females,Number,Spain,2018,61.00
520,"Intentional homicide",Females,"Per hundred thousand inhabitants",Italy,2016,0.86
521,"Intentional homicide",Females,Number,Croatia,2018,18.00
522,"Intentional homicide",Females,Number,"Northern Ireland (UK) (NUTS 2021)",2009,6.00
523,"Intentional homicide",Females,Number,Spain,2019,289.00
524,"Intentional homicide",Females,"Per hundred thousand inhabitants",Italy,2017,0.92
525,"Intentional homicide",Females,Number,"Northern Ireland (UK) (NUTS 2021)",2010,6.00
526,"Intentional homicide",Females,Number,Spain,2020,287.00
527,"Intentional homicide",Females,"Per hundred thousand inhabitants",Italy,2018,0.92
528,"Intentional homicide",Females,Number,"Northern Ireland (UK) (NUTS 2021)",2011,7.00
529,"Intentional homicide",Females,"Per hundred thousand inhabitants",Italy,2019,0.91
530,"Intentional homicide",Females,Number,"Northern Ireland (UK) (NUTS 2021)",2012,8.00
531,"Intentional homicide",Females,"Per hundred thousand inhabitants",Italy,2020,0.92
532,"Intentional homicide",Females,"Per hundred thousand inhabitants",Italy,2021,0.91
533,"Intentional homicide",Females,"Per hundred thousand inhabitants",Italy,2022,0.93
534,"Intentional homicide",Females,"Per hundred thousand inhabitants",Italy,2023,0.97
535,"Intentional homicide",Females,Number,Croatia,2019,20.00
536,"Intentional homicide",Females,Number,Spain,2021,317.00
537,"Intentional homicide",Females,"Per hundred thousand inhabitants",Liechtenstein,2013,0.00
538,"Intentional homicide",Females,Number,Spain,2022,326.00
539,"Intentional homicide",Females,"Per hundred thousand inhabitants",Liechtenstein,2014,0.00
540,"Intentional homicide",Females,Number,Croatia,2020,17.00
541,"Intentional homicide",Females,Number,"Northern Ireland (UK) (NUTS 2021)",2013,11.00
542,"Intentional homicide",Females,Number,Spain,2023,298.00
543,"Intentional homicide",Females,"Per hundred thousand inhabitants",Liechtenstein,2015,0.00
544,"Intentional homicide",Females,"Per hundred thousand inhabitants",Liechtenstein,2016,0.00
545,"Intentional homicide",Females,"Per hundred thousand inhabitants",Lithuania,2008,4.75
546,"Intentional homicide",Females,"Per hundred thousand inhabitants",Lithuania,2009,4.62
547,"Intentional homicide",Females,"Per hundred thousand inhabitants",Lithuania,2010,4.85
548,"Intentional homicide",Females,Number,Finland,2008,54.00
549,"Intentional homicide",Females,"Per hundred thousand inhabitants",Lithuania,2011,5.47
550,"Intentional homicide",Females,Number,"Northern Ireland (UK) (NUTS 2021)",2014,11.00
551,"Intentional homicide",Females,Number,Finland,2009,52.00
552,"Intentional homicide",Females,"Per hundred thousand inhabitants",Lithuania,2012,5.12
553,"Intentional homicide",Females,Number,"Northern Ireland (UK) (NUTS 2021)",2015,9.00
554,"Intentional homicide",Females,Number,Finland,2010,58.00
555,"Intentional homicide",Females,"Per hundred thousand inhabitants",Lithuania,2013,6.05
556,"Intentional homicide",Females,Number,"Northern Ireland (UK) (NUTS 2021)",2016,7.00
557,"Intentional homicide",Females,"Per hundred thousand inhabitants",Lithuania,2014,6.30
558,"Intentional homicide",Females,Number,"Northern Ireland (UK) (NUTS 2021)",2017,9.00
559,"Intentional homicide",Females,"Per hundred thousand inhabitants",Lithuania,2015,5.78
560,"Intentional homicide",Females,Number,"Northern Ireland (UK) (NUTS 2021)",2018,9.00
561,"Intentional homicide",Females,"Per hundred thousand inhabitants",Lithuania,2016,5.71
562,"Intentional homicide",Females,Number,Finland,2011,56.00
563,"Intentional homicide",Females,"Per hundred thousand inhabitants",Lithuania,2017,5.80
564,"Intentional homicide",Females,Number,Finland,2012,60.00
565,"Intentional homicide",Females,"Per hundred thousand inhabitants",Lithuania,2018,5.89
566,"Intentional homicide",Females,Number,Kosovo*,2009,12.00
567,"Intentional homicide",Females,"Per hundred thousand inhabitants",Lithuania,2019,4.94
568,"Intentional homicide",Females,"Per hundred thousand inhabitants",Lithuania,2020,4.77
569,"Intentional homicide",Females,"Per hundred thousand inhabitants",Lithuania,2021,3.78
570,"Intentional homicide",Females,"Per hundred thousand inhabitants",Lithuania,2022,3.07
571,"Intentional homicide",Females,Number,Kosovo*,2010,16.00
572,"Intentional homicide",Females,"Per hundred thousand inhabitants",Lithuania,2023,3.22
573,"Intentional homicide",Females,"Per hundred thousand inhabitants",Luxembourg,2011,1.56
574,"Intentional homicide",Females,"Per hundred thousand inhabitants",Luxembourg,2012,1.52
575,"Intentional homicide",Females,"Per hundred thousand inhabitants",Luxembourg,2013,1.86
576,"Intentional homicide",Females,"Per hundred thousand inhabitants",Luxembourg,2014,1.46
577,"Intentional homicide",Females,Number,Croatia,2021,21.00
578,"Intentional homicide",Females,"Per hundred thousand inhabitants",Luxembourg,2015,1.78
579,"Intentional homicide",Females,"Per hundred thousand inhabitants",Luxembourg,2016,0.35
580,"Intentional homicide",Females,"Per hundred thousand inhabitants",Luxembourg,2017,1.70
581,"Intentional homicide",Females,"Per hundred thousand inhabitants",Latvia,2013,4.10
582,"Intentional homicide",Females,Number,Croatia,2022,21.00
583,"Intentional homicide",Females,"Per hundred thousand inhabitants",Latvia,2014,4.24
584,"Intentional homicide",Females,"Per hundred thousand inhabitants",Latvia,2015,4.56
585,"Intentional homicide",Females,"Per hundred thousand inhabitants",Latvia,2016,4.41
586,"Intentional homicide",Females,"Per hundred thousand inhabitants",Latvia,2017,3.98
587,"Intentional homicide",Females,"Per hundred thousand inhabitants",Latvia,2018,3.64
588,"Intentional homicide",Females,"Per hundred thousand inhabitants",Latvia,2019,3.77
589,"Intentional homicide",Females,"Per hundred thousand inhabitants",Latvia,2020,3.21
590,"Intentional homicide",Females,"Per hundred thousand inhabitants",Latvia,2021,3.24
591,"Intentional homicide",Females,"Per hundred thousand inhabitants",Poland,2018,1.89
592,"Intentional homicide",Females,Number,Finland,2013,64.00
593,"Intentional homicide",Females,"Per hundred thousand inhabitants",Poland,2019,1.82
594,"Intentional homicide",Females,"Per hundred thousand inhabitants",Poland,2020,1.80
595,"Intentional homicide",Females,"Per hundred thousand inhabitants",Poland,2021,1.90
596,"Intentional homicide",Females,Number,Finland,2014,53.00
597,"Intentional homicide",Females,"Per hundred thousand inhabitants",Poland,2022,1.89
598,"Intentional homicide",Females,Number,Finland,2015,60.00
599,"Intentional homicide",Females,"Per hundred thousand inhabitants",Poland,2023,1.95
600,"Intentional homicide",Females,Number,Finland,2016,54.00
601,"Intentional homicide",Females,"Per hundred thousand inhabitants",Portugal,2008,0.24
602,"Intentional homicide",Females,"Per hundred thousand inhabitants",Portugal,2009,24.00
603,"Intentional homicide",Females,"Per hundred thousand inhabitants",Portugal,2010,0.24
604,"Intentional homicide",Females,"Per hundred thousand inhabitants",Portugal,2011,0.27
